Title,Date,Link
Tesla Driver Kills Pedestrian While Using 'Full Self-Driving' And Now The Government's Investigating,2024-10-18T17:50:00Z,https://jalopnik.com/tesla-driver-kills-pedestrian-while-using-full-self-dri-1851676299
U.S. opens new investigation into Tesla's 'Full Self-Driving' system after fatal crash,2024-10-18T17:46:31Z,https://www.pbs.org/newshour/nation/u-s-opens-new-investigation-into-teslas-full-self-driving-system-after-fatal-crash
US regulator probes Tesla’s self-driving mode after crashes,2024-10-18T17:45:32Z,https://www.digitaljournal.com/tech-science/us-regulator-probes-teslas-self-driving-mode-after-crashes/article
"BYD officially launches new Seal 06 GT starting for under $20,000",2024-10-18T17:45:12Z,http://electrek.co/2024/10/18/byd-officially-launches-new-seal-06-gt-starting-for-under-20000/
Elon Musk makes $100 offer to Pennsylvania voters; what you need to know,2024-10-18T17:40:14Z,https://www.goerie.com/story/news/2024/10/18/elon-musk-offers-pennsylvania-voters-100-each-to-sign-petition-for-all-swing-states/75733079007/
Tesla (NASDAQ:TSLA) Trading Down 0.3% - Time to Sell?,2024-10-18T17:35:37Z,https://biztoc.com/x/9424670cb2bce0d7
Elon Musk changes X terms to steer lawsuits to his favorite Texas court,2024-10-18T17:32:29Z,https://slashdot.org/firehose.pl?op=view&amp;id=175278611
The question of the hour: Will AI and robotics redefine humanity or diminish it?,2024-10-18T17:31:34Z,https://m.economictimes.com/opinion/et-commentary/the-question-of-the-hour-will-ai-and-robotics-redefine-humanity-or-diminish-it/articleshow/114357932.cms
US to probe Tesla’s ‘Full Self-Driving’ system after pedestrian killed in low visibility conditions,2024-10-18T17:27:11Z,https://www.ohscanada.com/us-to-probe-teslas-full-self-driving-system-after-pedestrian-killed-in-low-visibility-conditions/
Feds investigating the safety of Tesla’s ‘Full Self-Driving’ feature,2024-10-18T17:24:37Z,https://biztoc.com/x/cf61be028e78f746
US to probe Tesla's 'Full Self-Driving' system after pedestrian killed in low visibility conditions,2024-10-18T17:24:30Z,https://biztoc.com/x/4195ed16ff6b48c2
Tesla’s ‘full self-driving’ feature probed by feds after several deadly crashes,2024-10-18T17:15:17Z,https://nypost.com/2024/10/18/business/nhtsa-to-investigate-elon-musks-tesla-after-several-full-self-driving-crashes/
Crashes Prompt Probe of Tesla Full Self-Driving Software,2024-10-18T17:13:35Z,https://biztoc.com/x/e5a7648b78e7aa8d
Elon Musk Rallies in Pennsylvania: ‘Everyone Needs to Focus on Registering’ to Vote,2024-10-18T17:00:26Z,https://legalinsurrection.com/2024/10/elon-musk-rallies-in-pennsylvania-everyone-needs-to-focus-on-registering-to-vote/
Tesla's 'Full Self-Driving' Under Investigation After Fatality in Fog,2024-10-18T16:53:52Z,https://www.newsweek.com/tesla-full-self-driving-under-investigation-after-fatality-fog-1971216
Exclusive: Waymo engineering exec discusses self-driving AI models that will power the cars into new cities,2024-10-18T16:51:50Z,https://fortune.com/2024/10/18/waymo-self-driving-car-ai-foundation-models-expansion-new-cities/
"Fog, dust, and sun glare are causing Tesla crashes, and feds want answers",2024-10-18T16:51:01Z,https://biztoc.com/x/0b0125a7798d1de1
"Nvidia Is King, But This 'Big Daddy' Crushes All Other Mag 7 Stocks",2024-10-18T16:50:56Z,https://www.investors.com/research/ibd-stock-analysis/godaddy-gddy-nvidia-meta-microsoft/
"Fog, dust, and sun glare are causing Tesla crashes, and feds want answers",2024-10-18T16:43:32Z,https://fortune.com/2024/10/18/fog-dust-and-sun-glare-are-causing-tesla-crashes-and-feds-want-answers/
Tesla releases closer look at its upcoming wireless EV charger,2024-10-18T16:37:37Z,http://electrek.co/2024/10/18/tesla-releases-closer-look-at-its-upcoming-wireless-ev-charger/
New Porsche 911 GT3 and 911 GT3 Touring revealed - pictures,2024-10-18T16:33:31Z,https://www.autoexpress.co.uk/porsche/911/364716/new-porsche-911-gt3-and-911-gt3-touring-revealed-pictures
Elon Musk’s Dark Message to Pennsylvania Voters,2024-10-18T16:30:01Z,http://nymag.com/intelligencer/article/elon-musks-dark-message-to-pennsylvania-voters.html
Tesla's $750 Million in Bitcoin Just Vanished From Where It Was Being Stored,2024-10-18T16:28:14Z,https://futurism.com/the-byte/tesla-bitcoin-vanished
Elon Musk and Mark Cuban are hitting the campaign trail with very different approaches,2024-10-18T16:26:08Z,https://finance.yahoo.com/news/elon-musk-and-mark-cuban-are-hitting-the-campaign-trail-with-very-different-approaches-162608056.html
Musk pushes debunked Dominion voting conspiracy theory at first Pennsylvania appearance (NBC News),2024-10-18T16:25:03Z,https://www.memeorandum.com/241018/p42
Elon Musk Offers $100 To People To Sign 'Free Speech' And 'Right To Bear Arms' Petition,2024-10-18T16:09:09Z,https://www.ibtimes.com/elon-musk-100-sign-petition-3747265
The Philosophy of Investing,2024-10-18T16:09:08Z,https://erickimphotography.com/blog/2024/10/18/the-philosophy-of-investing-2/
A Feature Synonymous With Tesla Is Now Under Investigation by Federal Authorities,2024-10-18T16:07:43Z,https://biztoc.com/x/6e60de24c6dca123
Are rich different from you and me? Would we be better off without them?,2024-10-18T16:05:06Z,https://news.harvard.edu/gazette/story/2024/10/are-rich-different-from-you-and-me-would-we-be-better-off-without-them/
Today's news and jokes,2024-10-18T16:00:00Z,https://www.superpunch.net/2024/10/todays-news-and-jokes_01067271955.html
Pixar x Robosen Buzz Lightyear Robotic Action Figure,2024-10-18T16:00:00Z,https://uncrate.com/pixar-x-robosen-buzz-lightyear-robotic-action-figure/
The Philosophy of Investing,2024-10-18T15:54:02Z,https://erickimphotography.com/blog/2024/10/18/the-philosophy-of-investing/
"Tesla FSD crashes in fog, sun glare—Feds open new safety investigation",2024-10-18T15:52:16Z,https://slashdot.org/firehose.pl?op=view&amp;id=175277961
"This Week in AI: Tech Titans Debut AI for Healthcare, Video Production and eCommerce",2024-10-18T15:34:36Z,https://biztoc.com/x/278fd25379b55f7b
US to probe Tesla's 'Full Self-Driving' system after pedestrian killed,2024-10-18T15:30:00Z,https://roanoke.com/news/nation-world/tesla-self-driving-car-safety-investigation/article_159c394a-5d51-5b4f-9f72-e0c329a0bc26.html
US to probe Tesla's 'Full Self-Driving' system after pedestrian killed,2024-10-18T15:30:00Z,https://richmond.com/news/nation-world/tesla-self-driving-car-safety-investigation/article_c4ad5fbf-e368-5897-9049-166af1b16c71.html
"This Week in AI: Tech Titans Debut AI for Healthcare, Video Production and eCommerce",2024-10-18T15:28:14Z,https://www.pymnts.com/artificial-intelligence-2/2024/this-week-in-ai-tech-titans-debut-ai-for-healthcare-video-production-and-ecommerce/
"Musk Meets Voters in Pennsylvania, Hints at Serving in Trump Administration | WSJ News",2024-10-19T21:51:10Z,https://biztoc.com/x/f39b7d19370f0707
Elon Musk to host town hall in Pittsburgh on Sunday,2024-10-19T21:45:00Z,https://www.cbsnews.com/pittsburgh/news/elon-musk-town-hall-pittsburgh/
Former OpenAI CTO Mira Murati is reportedly fundraising for a new AI startup | TechCrunch,2024-10-19T21:36:40Z,https://techcrunch.com/2024/10/19/former-openai-cto-mira-murati-is-reportedly-fundraising-for-a-new-ai-startup/
Elon Musk And Marjorie Taylor Greene Rehash Debunked Dominion Vote-Stealing Conspiracy,2024-10-19T21:08:13Z,https://www.forbes.com/sites/antoniopequenoiv/2024/10/19/elon-musk-and-marjorie-taylor-greene-rehash-debunked-dominion-vote-stealing-conspiracy/
Elon Musk responds to calls for Tesla to buy Rivian,2024-10-19T20:37:26Z,https://biztoc.com/x/d8d7ec009e2a7236
Miriam Adelson donates $100M to Trump campaign,2024-10-19T20:35:45Z,https://www.israelnationalnews.com/news/397810
Ford tells some EV customers to stop using its Tesla Supercharger adapter,2024-10-19T20:20:41Z,https://www.theverge.com/2024/10/19/24274405/ford-ev-nacs-adapter-faulty-replacement-service-bulletin
"Elon Musk Warns ""Car Industry Very Difficult"" As ""Ford & Tesla"" Only ""US Car Companies That Haven't Gone Bankrupt""",2024-10-19T19:53:29Z,https://biztoc.com/x/d4afd184afe6de5d
"I just spent my first week ever with an EV, the Chevy Equinox",2024-10-19T19:32:35Z,https://techcrunch.com/2024/10/19/i-just-spent-my-first-week-ever-with-an-ev-the-chevy-equinox-heres-what-it-was-like/
"I just spent my first week ever with an EV, the Chevy Equinox — here’s what it was like",2024-10-19T19:31:06Z,https://biztoc.com/x/4b65be98df025bc2
"Opinion: Netanyahu and Musk are different types of narcissists, both foolish and bad for the world",2024-10-19T19:00:08Z,https://www.thejournal.ie/readme/musk-and-netanyahu-6517628-Oct2024/
The Community Spotlight 2024.10.19,2024-10-19T19:00:00Z,https://www.giantbomb.com/articles/the-community-spotlight-2024-10-19/1100-6443/
American Business Cannot Afford to Risk Another Trump Presidency,2024-10-19T18:24:23Z,https://freerepublic.com/focus/f-chat/4272033/posts
All-optical switch device paves way for faster fiber-optic communication,2024-10-19T17:21:23Z,https://phys.org/news/2024-10-optical-device-paves-faster-fiber.html
4 Electric Vehicles That Last Longer Than You Think and Are Worth the Money,2024-10-19T17:01:21Z,https://finance.yahoo.com/news/4-electric-vehicles-last-longer-170121442.html
Tesla Cybertruck Gets Massive Price Cut For Both AWD And Cyberbeast,2024-10-19T16:57:00Z,https://biztoc.com/x/705a8309395e965b
Did Automattic commit open source theft?,2024-10-19T16:33:45Z,https://blog.pragmaticengineer.com/did-automattic-commit-open-source-theft/
Should You Buy Tesla Stock Before Oct. 23? Here's What History Suggests,2024-10-19T15:50:58Z,https://biztoc.com/x/d13b07679e5e7d23
"Goldman Sachs: Tesla, Inc. (NASDAQ:TSLA) Is A Stock With High Consensus ROE",2024-10-19T15:45:34Z,https://finance.yahoo.com/news/goldman-sachs-tesla-inc-nasdaq-154534052.html
"Marjorie Taylor Greene, Elon Musk Already Dredge Up False Claims About Dominion Voting Systems",2024-10-19T15:31:53Z,https://www.ibtimes.com/marjorie-taylor-greene-elon-musk-already-dredge-false-claims-about-dominion-voting-systems-3747345
U.S. CISA adds Veeam Backup and Replication flaw to its Known Exploited Vulnerabilities catalog,2024-10-19T15:22:13Z,https://securityaffairs.com/170014/security/u-s-cisa-adds-veeam-backup-and-replication-flaw-to-its-known-exploited-vulnerabilities-catalog.html
You Can Now Order a Cybertruck Without Reserving for the First Time,2024-10-19T15:17:58Z,https://uk.pcmag.com/cars-auto/154946/you-can-now-order-a-cybertruck-without-reserving-for-the-first-time
You Can Now Order a Cybertruck Without Reserving for the First Time,2024-10-19T15:17:58Z,https://me.pcmag.com/en/cars-auto/26463/you-can-now-order-a-cybertruck-without-reserving-for-the-first-time
Sony and Honda to deploy AI to boost EV self-driving capability,2024-10-19T15:17:27Z,https://biztoc.com/x/f8caddadfa481637
Fetterman issues warning to Democrats after Elon stumps for Trump in Pennsylvania,2024-10-19T15:09:53Z,https://www.foxnews.com/politics/fetterman-issues-warning-democrats-after-elon-stumps-trump-pennsylvania
What Elon Musk Really Wants (Franklin Foer/The Atlantic),2024-10-19T15:01:08Z,https://www.memeorandum.com/241019/p18
2024 Tesla Cybertruck AWD Foundation Series at No Reserve,2024-10-19T14:50:17Z,https://bringatrailer.com/listing/2024-tesla-cybertruck-awd-30/
3 Reasons Rivian Is the Smartest Electric Vehicle (EV) Stock to Buy Right Now,2024-10-19T14:44:45Z,https://biztoc.com/x/6706b70c5054f7c8
Former OpenAI CTO Mira Murati Said to Be Raising Capital for New AI Startup,2024-10-19T14:33:23Z,https://www.gadgets360.com/ai/news/former-openai-cto-mira-murati-raising-capital-new-ai-startup-6826774
Pro-Trump Yard Sign Leads To Harassment And Shots Fired In Las Vegas,2024-10-19T14:31:07Z,https://www.thetruthaboutguns.com/pro-trump-yard-sign-leads-to-harassment-and-shots-fired-in-las-vegas/
North Korea-linked APT37 exploited IE zero-day in a recent attack,2024-10-19T14:07:10Z,https://securityaffairs.com/169983/apt/north-korea-apt37-ie-zero-day.html
Amazon is powering up its electric delivery vans with the power of AI,2024-10-19T13:10:00Z,http://electrek.co/2024/10/19/amazon-is-powering-up-its-electric-delivery-vans-with-the-power-of-ai/
"Two-Finger Motorcycle Waves, Gross Cruise Ships Riding The Waves And Missing Sailor Surviving The Waves In This Week's Beyond Cars Roundup",2024-10-19T13:00:00Z,https://jalopnik.com/two-finger-motorcycle-waves-gross-cruise-ships-riding-1851676313
Fox News AI Newsletter: Van Halen's unreleased music,2024-10-19T12:30:14Z,https://www.foxnews.com/tech/ai-newsletter-van-halen-unreleased-music
"Nissan launches charging network, gives Ariya access to Tesla SuperChargers",2024-10-19T12:22:10Z,https://www.digitaltrends.com/cars/nissan-charging-ariya-superchargers/
6 Car Models That Will Have Massive Price Increases in November 2024,2024-10-19T12:00:45Z,https://finance.yahoo.com/news/6-car-models-massive-price-120045429.html
For Your Weekend Listening,2024-10-19T12:00:05Z,https://politicalwire.com/2024/10/19/for-your-weekend-listening-50/
What Elon Musk Really Wants,2024-10-19T12:00:00Z,https://www.theatlantic.com/books/archive/2024/10/donald-trump-is-elon-musks-trojan-horse/680309/
Pro-Trump group funded by Musk struggles with outreach targets,2024-10-19T11:24:00Z,https://www.cnbc.com/2024/10/19/pro-trump-group-funded-by-musk-struggles-with-outreach-targets.html
"Moron Shoots Cybertruck, Alarmed to Discover It's Not Actually Bulletproof",2024-10-19T11:00:51Z,https://futurism.com/the-byte/man-shoots-cybertruck-not-bulletproof
Tesla reaches major manufacturing milestone with innovative battery technology — here's why it matters,2024-10-19T11:00:43Z,https://autos.yahoo.com/tesla-reaches-major-manufacturing-milestone-110043677.html
Dave Vellante’s Breaking Analysis: The complete collection,2024-10-19T10:33:12Z,https://siliconangle.com/2024/10/19/dave-vellantes-breaking-analysis-complete-collection/
I saw the Tesla Cybertruck for the first time. It blew my tiny European mind,2024-10-19T09:25:10Z,https://biztoc.com/x/8c5c05da3440740f
I saw the Tesla Cybertruck for the first time. It blew my tiny European mind.,2024-10-19T09:22:01Z,https://www.businessinsider.com/elon-musk-tesla-cybertruck-too-big-for-europe-review-photos-2024-10
"US poll: Harris, Trump deploy celebrity power",2024-10-19T09:05:10Z,https://punchng.com/us-poll-harris-trump-deploy-celebrity-power/
Long Range Rear-Wheel Drive Version Adds Value To The Tesla Model Y,2024-10-19T09:00:00Z,https://www.forbes.com/sites/jamesmorris/2024/10/19/long-range-rear-wheel-drive-version-adds-value-to-the-tesla-model-y/
Pitaka MagEZ Car Mount Pro 2 Qi2 review: Car charger with built-in NFC shortcuts,2024-10-19T09:00:00Z,https://www.macworld.com/article/2474719/pitaka-magez-car-mount-pro-2-in-test-car-charger-qi2.html
"Harris, Trump Deploy Celebrity Power In Must-Win States",2024-10-19T08:56:20Z,https://www.ndtv.com/world-news/harris-trump-deploy-celebrity-power-in-must-win-states-6824828
Tesla Cybertruck Gets Massive Price Cut For Both AWD And Cyberbeast,2024-10-19T08:46:03Z,https://www.forbes.com/sites/brookecrothers/2024/10/19/tesla-cybertruck-gets-massive-price-cut-for-both-awd-and-cyberbeast/
"김건희 게이트(2024 Election, War and Rich) 219",2024-10-19T08:20:33Z,https://ryueyes11.tistory.com/511115
"Gozo Hospital gets its own, permanent MRI scanner",2024-10-19T07:47:00Z,https://timesofmalta.com/article/gozo-hospital-gets-own-permanent-mri-scanner.1099765
"Creative Planning Raises Holdings in Tesla, Inc. (NASDAQ:TSLA)",2024-10-19T07:45:40Z,https://biztoc.com/x/7ae6bacef2878c6c
"If I Could Only Buy 1 ""Magnificent Seven"" Stock in October, This Would Be It",2024-10-19T07:34:42Z,https://biztoc.com/x/a1f17f555c64a35f
"Harris, Trump deploy celebrity power in must-win states",2024-10-19T07:22:20Z,https://www.digitaljournal.com/world/harris-trump-deploy-celebrity-power-in-must-win-states/article
"Harris, Trump Deploy Celebrity Power In Must-win States",2024-10-19T07:21:12Z,https://www.ibtimes.com/harris-trump-deploy-celebrity-power-must-win-states-3747322
U.S. to probe Tesla's 'Full Self-Driving' system after pedestrian killed - NPR,2024-10-19T07:12:57Z,https://slashdot.org/firehose.pl?op=view&amp;id=175282903
"Tesla Caught Using a Lazy Video Editing Trick to Make Its ""Autonomous"" Robots Look More Capable",2024-10-19T07:02:05Z,https://biztoc.com/x/17351b98cf7d62d8
U.S. to probe Tesla's 'Full Self-Driving' system after pedestrian killed,2024-10-19T07:01:45Z,https://biztoc.com/x/36d3596591ce3518
"Omni Family Health data breach impacts 468,344 individuals",2024-10-19T06:04:29Z,https://securityaffairs.com/169972/data-breach/omni-family-health-disclosed-a-data-breach.html
Musk's Tesla probed by US over safety of self-driving software - BBC.com,2024-10-19T05:52:35Z,https://slashdot.org/firehose.pl?op=view&amp;id=175282613
Musk's Tesla probed by US over safety of self-driving software,2024-10-19T05:44:14Z,https://biztoc.com/x/0d4465088131fa3c
U.S. to probe Tesla's 'Full Self-Driving' system after pedestrian killed,2024-10-19T05:23:50Z,https://www.npr.org/2024/10/19/g-s1-29030/us-probe-tesla-full-self-driving-system
Mesa woman killed in Tesla ‘Full Self-Driving’ crash; feds to probe automaker,2024-10-19T05:22:21Z,https://biztoc.com/x/24a0c5e00736d6c5
